screen_name,created_at_month,created_at_day,created_at_year,country,location,friends_count,followers_count,statuses_count,favourites_count,favourited_count,dob_day,dob_year,dob_month,gender,mobile_favourites_count,mobile_favourited_count,education,experience,age,race,wage,retweeted_count,retweet_count,height
RaaRsgpus,10,1,2009,USA,Detroit,170,3474,45975,670,19,12,1999,3,male,0,0,12,0,22,white,8,0,0,175
bciamltlt,3,20,2015,USA,Sacramento CA,2363,3472,3979,27,16,20,1987,11,male,0,0,11,12,55,hispanic,7.5,8,89,179
aoeasitrf,7,28,2008,Canada,Ontario Canada,3260,3472,73226,67020,91,11,1980,11,male,0,0,14,12,27,white,22.82,1,130,184
lrteadavt,10,15,2007,USA,usa,2874,3469,82794,38629,218,22,1993,10,female,0,0,16,0,38,latino,32.13,1,46,161
iianmrurg,4,3,2009,USA,Atlanta,287,3468,5217,7662,5,22,1953,4,male,0,0,15,36,36,asian,24.23,1,5,166
ufcoiSAGI,10,14,2010,USA,New Jersey,149,3461,3452,19,42,13,1960,10,male,0,0,14,0,25,white,24.85,1,2,180
9lBa1irGo,1,10,2013,USA,Charlotte NC,3807,3453,5770,0,29,4,1994,4,male,0,3453,12,31,4,white,21.53,4,27,186
siaTrlate,3,27,2013,USA,Sacramento,408,3450,1205,577,57,27,1969,9,male,0,0,13,0,19,white,90.57584666,0,2,185
XLoXonXaD,4,3,2014,USA,Austin Texas,2763,3446,50188,5146,55,9,1932,12,female,0,0,15,16,31,white,10.75,1,1,159
kMieaMrnl,1,11,2010,USA,Brooklyn NY,975,3444,40908,8839,151,5,1973,9,male,0,0,9,0,22,white,20.24,1,1,177
lPactomoe,10,17,2007,USA,Las Vegas NV,3677,3442,38529,7075,201,17,1991,11,male,0,0,12,36,35,indian,18.38,0,0,169
kAnoasPln,10,16,2012,USA,Bakersfield,386,3442,17115,5537,43,24,1965,6,male,0,0,11,0,41,white,22.29,0,2,171
ooranz,1,20,2010,USA,Palo Alto,750,3441,1860,24,151,9,1957,12,male,0,0,8,0,17,white,16.2,0,4,168
weieeLTtn,2,1,2010,Spain,Madrid Spain,459,3437,53565,6429,138,11,1982,9,male,0,0,10,-1,44,white,9.5,0,1,172
PkitlsepV,10,7,2013,USA,Bakersfield,2689,3426,5591,675,91,24,1999,7,female,0,2576,15,0,37,white,7,1,18,158
rveeJaa,3,17,2009,USA,San Antonio,1642,3426,17398,207,102,31,1980,8,female,0,0,12,-1,33,latino,17.94,0,0,163
r13Pihtes,5,26,2009,USA,Minnesota,549,3425,4814,1997,58,13,1987,6,male,0,0,15,44,49,white,33.58,0,0,182
hlseeakh,3,11,2009,USA,SF CA,997,3421,3127,112,159,11,1982,11,male,0,3421,10,12,28,white,26.99,0,2,175
riedtbg,10,29,2006,USA,Miami FL,1598,3420,119298,19217,308,22,2000,2,male,0,0,9,5,48,white,27.94,1,3,168
naBrlpLmi,4,16,2014,USA,Kansas City MO,2597,3418,650,1009,27,27,1938,9,female,0,2570,12,8,36,white,26.83,0,0,165
t3CtaIDon,12,7,2012,USA,Washington D.C.,2548,3415,6484,0,27,12,1988,12,female,0,0,13,0,27,white,20.66,1,4,161
geoblllio,1,2,2010,USA,Jacksonville Florida,690,3414,131514,28,142,1,1983,5,female,0,0,13,24,20,white,19.87,0,0,162
avaeraly,11,15,2011,USA,Oklahoma City OK,2009,3414,69587,21253,3,20,1990,7,female,0,0,12,34,43,white,29.7,1,268,169
faFGtdohr,5,13,2011,USA,Michigan,967,3412,20089,383,148,1,1990,1,male,0,0,13,-13,25,white,45.40594467,0,0,184
eoCumelYl,9,22,2014,Luxembourg,Luxembourg,3610,3410,10806,15,64,1,1987,1,male,0,0,7,1,37,white,50.42,0,22,173
Atlnikhcs,1,17,2013,USA,Cincinnati OH,3610,3408,4734,7,32,10,1991,4,male,0,0,10,0,63,white,7.5,2,5,174
aQnGrFu0z,10,18,2013,USA,CA,121,3407,460,428,4,25,1987,9,female,0,0,13,6,18,white,21.87,1,39,164
tcStoniko,2,13,2014,USA,Sacramento CA,23,3404,16211,84,55,8,1964,8,female,0,0,15,19,43,white,17.93,0,2,156
LMMneareu,4,25,2009,USA,Chicago,3676,3404,141034,5827,147,16,1957,10,male,3404,0,9,0,20,latino,13.78,0,1,177
TaFMiXnil,8,1,2009,USA,Los Angeles CA,1966,3402,9386,265,81,22,1995,6,male,0,0,13,26,27,white,15.14,1,2,183
JnPliuhSg,6,10,2009,Canada,Toronto Canada,527,3400,3643,873,156,10,1976,10,male,0,0,10,13,34,white,26.45,0,0,174
enfeg,1,19,2008,USA,Cleveland OH,488,3396,2209,1404,157,1,1990,1,male,0,3396,11,0,29,white,25.57,0,1,181
oIlWSBrId,2,11,2009,USA,Denver Colorado,2075,3395,7222,923,141,15,1994,3,male,0,0,11,9,69,white,18.37,0,14,183
edeidco,5,16,2011,Australia,Melbourne,3325,3392,1865,740,22,4,1989,1,male,0,0,12,0,47,persian,18.4,0,0,165
coLiil975,5,7,2011,Greece,Athens Greece,2601,3386,65925,3363,25,14,1993,10,female,0,0,11,1,44,asian,12.82,0,1,159
O44pn4toi,6,28,2013,USA,Stockton,24,3384,4073,385,44,1,1970,8,female,0,0,10,24,32,white,15.13,0,0,162
nrjaohce,9,10,2007,USA,SF,3905,3383,8021,1,9,4,1993,5,male,0,0,11,23,21,white,9,1,11,175
sfCkflBna,9,30,2008,England,London,2278,3382,7264,2501,130,20,1976,10,male,0,0,12,20,42,white,16.57,1,2,176
hpawaihbl,11,22,2010,USA,Houston TX,594,3382,17626,3379,178,21,1993,8,male,0,0,15,14,24,white,15.27,3,18,182
SajrKnaas,5,28,2009,Canada,Canada,337,3382,4160,76,130,10,1984,12,female,0,2543,12,20,19,white,5.5,0,0,163
urdesreCr,11,18,2008,Earth,International,723,3379,6317,832,142,17,1966,4,male,0,0,16,31,37,white,77.88070423,0,0,177
demtAAary,9,2,2012,USA,Atlanta,3187,3379,1280,484,40,27,1955,4,male,0,0,11,-3,26,white,18.09,7,36,183
5ccy6azcr,6,19,2013,USA,Cleveland,2768,3376,1449,13,42,27,1994,8,female,0,0,16,0,37,white,30.49,2,4,159
k1ia0iss,6,24,2011,USA,Columbus OH,1196,3375,48091,570,23,29,1964,5,male,0,0,11,11,21,persian,9.5,1,118,174
doTkraoer,9,13,2012,USA,Memphis TN,16,3375,10489,1366,87,4,1997,9,female,0,0,16,14,17,white,12.2,0,1,159
aaNRnoly,4,29,2009,England,London,273,3373,1905,841,71,4,1975,12,male,0,0,11,0,34,asian,17.65,0,1,185
lhhPeAgsi,1,24,2009,USA,Las Vegas NV,1593,3370,7170,567,128,1,1959,1,female,0,0,7,41,62,white,30.56,1,2,167
eadGdAars,9,18,2014,USA,Cleveland OH,198,3368,217,102,8,20,1941,9,female,0,0,12,38,45,latino,25.76,0,0,156
afmepk,7,14,2007,USA,Tampa Florida,695,3368,31477,279,175,1,1995,8,female,0,0,16,0,32,white,15.21,0,0,159
Siapseorq,7,30,2009,USA,Oklahoma City OK,1576,3367,23084,1696,108,10,1996,7,male,0,0,16,10,27,latino,11.74,1,10,178
nayrCSolf,6,13,2009,India,Pune,2841,3365,78000,344,106,27,1974,8,male,0,0,8,18,27,white,12.74,1,1,165
ynRWrBeS,3,24,2011,USA,Portland Oregon,150,3364,22218,484,95,1,1990,6,female,0,0,15,0,47,white,12.80369261,0,0,161
espymrhca,8,7,2009,USA,Birmingham,314,3357,9789,23,80,18,1991,2,male,0,0,9,4,27,white,29.5,2,8,186
nBGNewieg,5,12,2011,USA,Chicago IL,3,3355,45904,12,31,26,1991,3,female,0,0,13,12,0,white,19.1,1,0,167
otrudFGyV,11,15,2011,USA,Stamford CT,2387,3354,30567,14976,88,4,1939,10,male,0,0,12,15,28,white,17.03,1,74,172
maaadlRiE,5,14,2009,USA,california,48,3352,5225,3,9,2,1992,1,male,0,0,14,0,15,white,44.62,0,0,176
lh1meath,4,16,2009,USA,Milwaukee WI,2747,3352,6556,830,183,1,1991,1,female,0,0,11,13,38,white,37.22,0,82,158
jnpaaSeln,8,6,2012,USA,Vermont,272,3352,10670,9498,41,1,2000,1,male,0,0,12,18,28,white,35.2,0,0,170
eamGirHds,6,22,2009,USA,Columbus Ohio,402,3348,2450,37,176,9,1952,12,male,0,0,11,2,34,white,19.82,0,0,175
yapaonhis,7,10,2012,Kuwait,Kuwait,1304,3348,2835,882,165,26,1981,11,male,0,0,13,0,40,white,21.54,0,4,189
LnXancFeE,7,6,2012,Ireland,Dublin,3255,3347,768,896,22,17,1954,4,male,3347,3347,14,0,39,white,15.97,3,45,176
asatnmmil,11,6,2008,Canada,Toronto Ontario,2080,3346,8836,4741,128,15,1969,5,female,2516,0,6,25,28,white,22.28,1,1,164
cmrsosaar,1,9,2009,USA,Minneapolis,2768,3344,25775,1093,81,23,1932,3,female,0,2515,10,12,23,white,8.5,0,0,163
a1inthr,3,11,2009,Earth,Global,341,3343,9580,11410,59,23,1982,12,female,2514,0,7,14,17,white,19.16,1,4,163
reFoxeK,12,18,2012,USA,Newport Beach CA,3114,3339,6661,0,23,14,1998,1,male,3339,3339,14,30,23,white,30.2,4,14,174
eVrCKan,11,22,2008,USA,Phoenix AZ,3444,3339,13074,1044,389,6,1963,11,male,0,0,16,9,50,white,8.5,1,81,178
jsynflo,5,2,2008,USA,Atlanta GA,3644,3337,28749,2071,241,11,1987,5,male,0,0,11,20,66,white,28.25,0,0,175
CaeBusElb,4,20,2013,USA,Birmingham AL,749,3336,4775,1067,50,15,1952,7,female,0,0,15,21,25,white,30.41,1,135,165
eotHparpN,3,26,2009,USA,New York,41,3336,1274,374,10,1,1968,12,male,3336,3336,11,0,27,latino,34.47,0,0,179
dRBoedRyT,4,16,2014,Australia,Sydney,833,3334,9597,7523,3,3,1988,7,female,0,0,14,21,28,white,21.02,2,32,158
aogudguir,3,11,2010,USA,Indiana,669,3332,8211,6010,92,2,1971,9,female,0,0,13,0,42,white,11.13,18,162,162
fogiadbl,4,12,2009,United Arab Emirates,United Arab Emirates,2305,3330,12764,1434,94,18,1982,10,male,0,0,12,20,48,white,89.22754214,1,12,175
aucemtat,10,3,2011,USA,Oakland CA,1318,3329,15802,3799,108,10,1975,11,male,0,3329,13,32,31,white,23.81,1,4,179
s3WlllyaW,11,29,2014,England,london,1760,3329,14144,0,23,22,1977,2,male,0,0,13,1,52,white,34.25,0,37,171
oCaPSTiol,2,27,2014,Panama,Panama,3537,3322,3667,254,33,8,1990,8,male,3322,0,19,27,41,white,9,0,4,183
raacisl,12,4,2012,USA,Baltimore,2495,3321,6010,0,21,10,1986,6,male,0,0,16,14,24,white,24.38,1,3,183
11tstrocc,8,28,2014,USA,san francisco,147,3318,90918,9,24,1,1992,1,male,0,3318,16,39,23,white,18.7,0,0,178
r7mon56hu,10,19,2012,Canada,Vancouver BC Canada,2278,3316,4001,0,24,15,1954,5,male,0,0,13,0,37,white,27.77,4,30,189
gynulooi,3,5,2007,USA,PA,990,3316,97377,4305,209,14,1999,9,male,0,0,15,16,47,white,15.26,1,4,179
entWwMXgl,2,27,2010,USA,Fort Worth,766,3316,3546,393,73,30,1974,5,male,0,0,14,14,32,white,14.35,0,0,176
stdtaceso,2,5,2013,Earth,The World,283,3314,18506,13718,96,1,1981,1,male,0,0,11,19,33,white,21.27,0,1,175
ylieanksh,3,16,2009,Nigeria,Nigeria,628,3310,81059,734,40,1,1980,1,male,3310,0,9,16,40,white,15.07,0,0,184
tQuniuoVe,6,16,2010,USA,new york,1847,3307,105882,6285,47,31,1995,7,female,0,0,13,0,29,white,7,0,0,164
yirMtneoa,4,20,2013,USA,Iowa,846,3307,1123,923,31,7,1952,11,female,0,0,13,6,39,asian,18.87,1,42,167
ndfeNwu,4,23,2009,Japan,Tokyo Japan,2131,3304,6454,1372,219,12,1988,5,male,3304,0,15,0,30,white,13.63,0,0,175
ad27Dv72i,12,4,2012,USA,Montana,1980,3302,6297,0,25,17,1978,1,male,3302,0,8,0,34,white,20.21,2,9,183
MkncaaMir,4,23,2011,USA,Anchorage,1967,3300,16067,5791,69,4,1998,3,male,0,0,10,6,37,white,33.83,1,7,163
gGcAIiMaC,9,12,2012,USA,Philadelphia,944,3300,3722,8,65,3,1984,8,male,0,0,14,0,34,white,7.5,2,5,174
ldwaaknbl,1,30,2009,England,London,1552,3299,22595,109,217,18,2000,10,male,0,0,12,0,51,white,43.41,1,1,188
bpglalait,12,21,2010,USA,Atlanta,263,3297,14060,13511,69,12,1989,3,female,0,0,10,0,17,latino,11.96097815,1,23,156
1i7d0v5D8,1,15,2013,USA,Chicago IL,3569,3296,5139,0,28,30,1992,7,male,0,0,12,33,33,white,24.33,6,30,171
26se1N0w,4,9,2014,India,Bangalore India,1038,3296,63481,1014,236,6,1995,3,male,0,0,13,18,71,white,19.42,2,2,177
coinacbf,2,12,2009,USA,Alabama,980,3293,161368,14446,193,19,1994,8,male,0,3293,13,0,29,white,18.37,4,18,179
etFeusGns,6,27,2014,USA,NY,355,3291,1502,2553,16,2,1950,12,male,0,0,16,0,34,latino,20.49,1,2,175
elAreckor,5,15,2012,Canada,Canada,5,3290,38649,0,112,29,1960,2,male,3290,0,15,0,30,latino,32.39,0,5,170
MaroFir,3,31,2008,USA,Oakland CA,1306,3288,3676,1901,126,1,1988,1,male,0,0,14,0,59,white,33.35,0,5,176
Ta11me2,11,21,2014,USA,South Florida,438,3286,2805,280,9,2,1975,8,male,0,0,14,33,53,white,11.67,3,29,185
ioWascynk,4,22,2012,USA,Miami Florida,975,3280,59169,33429,133,2,1984,2,male,0,0,13,0,55,white,16.2,1,11,171
eouvkjeci,2,16,2009,Canada,Vancouver Canada,1001,3280,16169,64,7,5,1993,10,male,0,0,14,36,63,asian,18.35,1,202,171
oaidzasgl,6,30,2009,USA,US,2098,3277,85055,5,142,23,1979,9,male,0,0,4,33,29,white,15.91,1,42,171
eyednosei,3,8,2009,USA,Dallas TX,214,3276,20892,4707,261,11,1985,3,male,0,3276,12,0,18,white,33.51,1,10,178
rklnrSpga,10,17,2010,USA,New York New York,3081,3274,161977,973,1895,9,1955,8,male,0,0,13,0,26,asian,35.35,0,2,167
iwegerttr,7,23,2009,USA,New York City NY,2534,3273,4369,35,164,21,1984,5,male,0,0,15,21,58,white,23.68,0,24,179
etwialvmo,10,15,2013,Earth,worldwide,281,3271,242445,196,627,10,1993,3,male,0,0,13,0,34,latino,44.63,2,4,167
kuYeuilaz,3,4,2012,USA,Buffalo NY,2489,3270,20718,53,145,13,1947,8,female,0,0,15,43,14,white,14.53874338,1,1,160
cnxfmah,1,15,2013,USA,Portland Oregon,3437,3270,6290,0,31,7,1992,4,male,0,0,12,18,48,white,25.57,4,18,170
wortsik,1,24,2008,USA,New Orleans LA,2640,3269,6289,1003,116,14,1990,3,male,0,0,14,0,23,white,5.5,0,0,165
oeGlfirev,5,31,2009,USA,Sarasota Florida,2689,3269,82887,31106,82,25,1983,7,female,0,0,12,0,0,white,8,1,3,164
oxrdilten,9,6,2011,USA,San Diego,415,3266,7008,8690,24,1,1980,1,female,0,0,9,33,34,white,12.79,0,1,168
rdTycetai,6,30,2014,USA,Silicon Valley CA,574,3261,2983,1763,102,29,1984,2,female,0,0,14,0,25,white,8,0,6,166
svg,1,23,2008,India,Hyderabad,2416,3260,17714,409,251,19,1990,2,male,0,0,13,11,32,white,40.14,1,2,176
ievftIosr,8,29,2011,USA,Oklahoma City OK,1513,3259,3602,44559,55,12,1970,2,male,3259,0,17,14,32,white,9.5,0,1,179
1cDMaihal,11,25,2013,USA,Denver CO,2348,3253,53488,481,1923,18,1989,3,male,0,0,12,0,24,asian,28.28,2,2,173
aedlarbry,11,20,2009,Australia,Melbourne,209,3253,100694,13,355,6,1998,1,female,0,0,12,19,53,asian,16.54,1,0,159
aTlecreon,9,8,2011,USA,Missouri,121,3250,2502,503,6,4,1955,10,female,0,0,15,0,39,pacific islander,19.88,1,1,165
ssjCheCse,4,10,2009,USA,Boulder Colorado,1526,3249,4948,1951,51,18,1986,12,female,0,0,12,0,48,pacific islander,16.26,1,2,157
tyklipcs0,5,17,2012,United Arab Emirates,United Arab Emirates,2968,3246,98445,0,183,4,1957,8,male,0,0,15,0,0,white,11.69,11,84,179
crpamLRea,2,25,2011,India,Chennai,172,3246,6962,280,9,10,1976,10,female,0,0,12,0,51,white,10.42,0,0,161
eiAmMmko,3,5,2009,England,Coventry,2311,3242,78008,254,144,10,1987,9,female,2438,2438,12,-1,33,white,8,0,0,161
t010ig1ir,10,15,2014,Canada,Canada,3390,3239,9923,7857,71,8,1995,6,male,0,0,12,20,21,white,15.54,1,2,176
n6fpssara,10,8,2014,Spain,Barcelona,2671,3237,799,7,8,25,1946,8,female,0,0,15,0,40,native american,5.5,0,0,167
acaralht,3,27,2009,USA,Mississippi,905,3237,7817,1000,146,12,1969,10,male,0,0,11,14,0,white,32.13,4,31,185
ptnui,3,18,2009,USA,Baltimore MD,628,3231,6409,5308,45,6,1979,6,male,0,0,9,0,21,white,8.5,1,1,179
iSdaMaalk,9,26,2008,USA,Georgia,335,3231,8854,372,48,20,1976,4,female,0,2430,12,1,12,asian,27.39,0,0,162
rdiCarann,3,2,2009,USA,Albuquerque NM,2552,3229,1411,0,52,31,1988,5,male,0,0,12,14,39,persian,35.56940156,0,0,187
eRgAhwaal,12,16,2006, Germany,Frankfurt Germany,2011,3227,8899,6958,133,11,1998,11,male,0,0,14,0,33,hispanic,88.15611388,1,15,167
uahlaveed,2,24,2009,USA,Englewood Cliffs NJ,45,3225,3357,7,160,11,1990,5,male,0,3225,10,0,47,white,17.39,1,30,181
aDonlay,7,2,2009,Finland,Finland,760,3221,17494,28,106,1,1988,1,male,0,0,15,-8,59,white,13.28,1,65,176
telganelz,6,7,2008,USA,Georgia,9999,3221,5171,344,143,3,1985,6,male,0,0,15,0,47,asian,14.41,1,1,195
laSeealte,7,5,2009,India,Mumbai,244,3219,21196,520,193,16,1977,4,male,0,0,9,22,45,indian,29.23,0,4,179
rraeefhSe,7,29,2010,Canada,Vancouver Canada,540,3217,4486,2,102,24,1993,3,male,3217,0,11,14,18,white,15.95,0,7,179
yernCotel,11,24,2010,South Africa,Johannesburg South Africa,301,3217,4250,789,109,3,1986,9,female,0,0,7,22,11,asian,13.7176614,0,0,168
sweyDTeie,11,19,2013,USA,Charleston SC,674,3216,274053,0,188,21,1944,10,male,0,0,16,-7,38,white,87.65449746,0,44,172
ksaahtimo,12,22,2008,USA,San Antonio TX,294,3216,683,45,269,24,1944,4,male,0,0,10,0,40,white,24.98295509,1,5,186
utLisenBl,1,12,2013,Earth,Everywhere,3472,3213,17011,82,31,2,1993,1,male,0,0,11,17,33,white,11.37,2,3,179
hillnysas,3,6,2009,USA,Columbus OH,974,3212,4957,1219,93,15,1986,10,male,0,0,14,9,45,white,10.5,0,1,168
eraivirgl,2,5,2015,USA,Omaha NE,754,3211,7653,79,22,10,1990,4,male,0,0,20,19,47,hispanic,25.38,0,31,179
sromaomsl,1,28,2009,Finland,Finland,2221,3205,3011,377,264,15,1998,2,male,0,0,10,25,41,white,25.62,1,14,180
spyeJl,4,24,2010,Russia,Moscow,215,3202,20362,3,4,3,1971,11,female,0,0,17,-8,30,white,26.08,1,24,164
MimbSMWau,3,5,2013,USA,Northern California,1311,3199,6739,662,59,15,1952,4,male,0,0,16,45,43,latino,25.32,2,58,162
ntsjjlosr,4,27,2011,South Africa,Johannesburg,3499,3195,3957,5,133,31,1996,3,male,0,0,14,0,40,white,20.06,0,0,182
aurBnennB,12,18,2013,India,Chennai India,2586,3194,2411,418,3,11,1948,8,female,0,2402,13,30,57,white,22.53,0,20,170
4teGrmats,8,29,2011,Italy,Milan,2346,3193,37871,215,67,19,1978,5,female,0,0,13,-1,43,white,9.5,0,0,156
nrrtmslah,12,20,2008,USA,Newport Beach CA,2557,3193,10397,1364,209,15,1946,12,male,0,0,13,36,25,white,11.28,0,1,176
55icoel1N,2,17,2009,Canada,Vancouver BC Canada,1214,3192,26401,2129,152,2,1992,3,male,0,0,11,10,31,white,49.06,1,3,179
liescjsaw,7,28,2009,USA,Alaska,589,3191,2804,131,192,21,1999,3,male,0,0,9,0,33,white,7,1,7,171
so5ayrJTd,1,15,2013,European Union,Europe,3518,3191,6183,0,24,20,1992,3,male,0,0,13,22,29,white,87.14752328,2,10,172
ehryetopg,9,27,2011,USA,Houston Texas,1441,3190,2686,0,21,10,1956,9,female,2399,0,15,15,25,white,5.5,0,0,164
uabGblxFC,4,20,2011,USA,Investors Hangout,3,3190,3393,1,103,13,1999,12,male,0,0,16,27,42,white,10.67,0,0,184
sitepsrmo,11,21,2009,USA,Los Angeles,3251,3190,31945,14259,21,26,1996,6,male,0,0,8,0,31,white,12.52,1,6,176
aeWryrHes,7,20,2010,USA,Washington DC,239,3189,16993,1963,121,13,1995,12,male,0,0,12,0,28,white,43.31,0,0,173
8zhb02ire,11,24,2008,USA,Newport Beach CA,3481,3185,272949,48866,271,12,1963,1,male,3185,0,14,26,33,white,36.04,1,8,186
neusskog,6,5,2009,USA,Buffalo NY,112,3184,10021,2446,281,1,1980,1,male,0,0,10,10,37,pacific islander,22.48,1,7,183
ssiaeilcc,10,20,2013,Canada,Montreal,1524,3181,2858,432,58,16,1986,8,male,0,0,14,23,51,white,8,1,216,171
iYadSaloa,1,17,2010,USA,Los Angeles,1121,3181,23190,3,16,4,1962,7,female,0,0,8,3,25,white,11.42,1,8,165
nmeeqeemn,10,15,2011,Greece,Athens Greece,145,3176,2778,342,6,8,1996,1,male,0,0,14,26,43,pacific islander,16.52,1,4,172
iHeMnegdd,1,1,2014,USA,NY,105,3174,2864,121,123,11,1990,9,male,0,0,11,0,36,white,28.05,0,20,183
fJheeZ,8,28,2012,USA,Mountain View CA,434,3173,1929,2789,1,12,1957,9,female,0,0,14,8,33,asian,20.43,0,0,158
etrrieyca,7,14,2010,India,Pune,826,3170,24347,1956,140,23,1999,4,male,0,0,17,38,29,white,102.8102991,1,6,177
MrJeypP,10,13,2009,Ireland,Dublin Ireland,2169,3170,7432,1306,241,6,1999,12,male,0,0,13,0,46,white,19.5,0,0,176
iCezePehl,10,10,2011,USA,Bakersfield,2277,3169,32307,63,28,25,1995,9,female,2383,0,7,20,39,white,11.28,6,16,168
uaonynmo,3,10,2015,USA,Cambridge MA,584,3169,266,148,6,31,1999,1,male,0,3169,11,28,61,mixed,5.5,1,1,183
yeheeseaj,11,21,2012,USA,Puerto Rico,1126,3169,1309,1646,9,9,1928,2,female,0,0,10,2,23,white,14.83,1,3,161
poynoCJS,11,20,2008,England,London United Kingdom,114,3164,12935,17,145,25,1965,4,male,0,0,12,18,43,white,23.94,0,0,186
aecUyiBPn,3,7,2013,USA,South Carolina,124,3164,958,215,9,15,1949,10,male,0,0,14,12,31,white,22.02,1,14,195
6saornm2,5,2,2011,USA,U.S.A.,2368,3163,35765,11748,151,12,1995,10,male,0,0,11,26,37,white,6.5,0,9,179
sotgsoter,7,24,2009,USA,Louisville KY,5,3162,366192,7370,415,21,1985,9,male,0,0,12,14,45,white,7.5,2,12,184
aZOIELteR,2,1,2012,USA,Seattle Washington,2812,3160,39717,607,65,4,1985,12,male,0,3160,16,0,35,white,10.22,0,0,188
wruendnon,4,28,2009,USA,california,110,3160,33345,2864,168,6,1985,12,male,0,0,13,-10,31,white,19.36,0,1,186
StokyJsci,6,25,2014,USA,Madison Wisconsin,26,3154,615,47,3,8,1949,6,female,0,2372,16,0,53,asian,9,0,0,164
hr29aC9s1,9,4,2012,India,Pune India,2087,3153,2055,230,35,27,1937,10,female,0,0,12,15,26,white,15.72,1,11,159
ielmoseiv,3,24,2008,USA,Dallas,499,3148,4464,455,122,1,1988,1,female,0,0,14,20,36,white,13.9,0,1,158
tssniAiga,2,23,2010,USA,Northern California,1600,3148,8302,435,242,5,1959,6,male,0,0,14,20,43,white,29.49,1,9,177
esePvIJee,9,23,2010,USA,Baltimore MD,97,3146,5982,1777,86,2,1973,4,female,0,2366,13,26,11,white,10,0,0,165
ewdhpear,11,25,2008,Canada,Vancouver BC,669,3144,9407,1680,97,25,1961,12,male,0,0,12,26,42,white,32.55,1,11,175
zostwhcis,3,25,2009,USA,Nevada,982,3144,159859,2232,324,1,1971,10,male,0,0,12,0,55,white,5.5,0,1,173
l465an44o,9,12,2012,Earth,Planet Earth,2290,3143,3886,0,30,26,1966,9,male,0,0,13,4,34,white,34.66,2,13,171
hoJMIanyG,9,18,2012,Russia,Moscow,255,3142,5636,19,83,7,1943,7,male,0,0,15,31,42,white,37.14,2,3,177
iTovobrRa,7,3,2011,USA,Mississippi,978,3142,6087,44,46,31,1955,1,female,0,0,10,0,37,white,7.5,1,2,163
oYLCJAoL,5,5,2011,USA,NY NY,1217,3142,54081,979,6,27,1994,7,male,0,0,12,0,23,white,23.63,1,268,172
g5deHe30,2,20,2013,USA,Las Vegas NV,2988,3140,3308,334,48,7,1971,2,male,0,0,10,0,22,hispanic,34.31,1,1,191
pzpeiutgj,5,19,2012,USA,Palo Alto California,271,3136,14681,17588,10,18,1955,6,male,0,0,15,11,34,persian,27.55,0,65,166
lBaiEyhan,1,9,2010,USA,Miami FL,3528,3135,364013,184712,360,1,1976,1,male,0,0,9,0,30,latino,44.34,1,83,179
urkNCnYC,3,11,2015,Canada,Ontario Canada,3449,3135,383,57,2,6,1986,12,male,0,0,12,36,21,white,25.1,1,6,172
enjlamsgo,12,9,2009,Spain,Madrid Spain,972,3133,2314,668,69,10,1993,9,female,0,0,16,4,45,white,6.5,1,3,167
5retwmoil,7,23,2013,USA,Baltimore MD,311,3133,1425,928,6,20,1996,11,male,0,0,9,0,50,white,28.2,8,42,162
chrretesa,5,13,2011,USA,New York City,112,3133,13396,2623,129,19,1989,11,male,0,0,10,18,55,arab,31.25686833,3,17,173
eoagRsktw,12,6,2012,South Africa,Johannesburg South Africa,2,3127,145283,0,167,1,1995,1,male,0,0,9,5,42,white,28.42,0,47,178
lMerAneau,3,28,2010,Ireland,Dublin Ireland,539,3127,15935,537,48,5,1990,1,male,0,0,9,0,0,white,16.9,0,0,182
zlbfelbdi,7,18,2013,USA,Mountain View CA,2218,3124,4315,620,110,20,1967,11,female,0,0,11,0,47,white,19.2,1,1,163
eewMheTiV,3,10,2015,Mexico,Mexico,3406,3124,332,125,0,15,1952,11,male,0,0,10,26,41,indian,14.15,1,6,177
tilamsrlt,10,26,2013,USA,Alabama,2302,3123,12367,431,16,1,1980,1,male,0,0,12,0,11,white,15.86,0,11,169
PebmkGlwa,1,17,2010,USA,Virginia Beach VA,97,3123,12887,2393,8,29,1962,7,male,0,0,9,26,16,white,22.78,0,0,176
rearmkcts,10,11,2011,USA,PA,935,3122,14434,89,124,13,1993,8,female,0,0,11,8,47,asian,10.73891422,0,0,155
rosusbro,4,4,2009,USA,Florida USA,929,3118,5689,199,41,5,1931,9,male,0,0,18,0,32,white,30.59,0,1,177
aGorby,1,8,2013,USA,Orange County CA,2182,3116,1218,1097,44,2,1995,8,male,0,0,13,0,29,white,14.98,1,11,185
ezthaceeg,6,3,2011,USA,Las Vegas,3385,3114,17559,0,18,23,1983,2,male,0,0,7,0,37,white,22.28,0,3,182
eiaDvEdof,10,30,2011,Australia,Australia,1504,3113,11739,618,24,5,1980,4,female,0,0,13,15,45,white,12.77,3,23,165
OHERPPSTF,4,29,2009,USA,Indianapolis Indiana,1178,3113,4589,364,45,3,1988,10,female,0,0,16,0,42,hispanic,13.10439337,0,1,167
mdsaownnt,9,2,2008,USA,Pittsburgh,823,3109,3744,73,160,5,1979,8,female,0,0,17,32,39,white,10.42,0,1,160
PdkcrtXts,10,12,2010,India,Dubai,484,3109,9874,112,110,15,1961,9,male,0,3109,10,0,47,latino,31.95,0,1,177
